,Unnamed: 0,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
34573,34573,53,3249,1,1,1,685115.7765611424,0.33,112608.36,816575.2163517792
34574,34574,35,1703,3,1,3,28891.427246070885,0.16,160091.02,124165.82898282609
34575,34575,35,3482,1,1,1,154510.84515796613,0.07,81615.52,187415.29229803654
34576,34576,43,3393,1,1,1,10896.427111997626,0.23,62471.67,70926.33669841522
34577,34577,47,3179,2,1,3,429892.69094317406,0.35,76676.28,528997.184926502
34578,34578,41,2912,1,2,1,91258.05292653764,0.22,26660.74,124639.72455851844
34579,34579,40,3306,1,1,1,-48549.28334505953,0.16,33132.75,-16935.53646441953
34580,34580,40,2831,1,2,1,-121425.90533438328,0.03,127920.42,-94399.07305318968
34581,34581,60,1725,2,2,4,-26434.110410220463,0.27,32829.13,16344.675525813138
34582,34582,56,3195,1,2,1,-227925.7226429546,0.07,35088.84,-205228.0901217578
34583,34583,42,3523,1,1,1,232635.1105856332,0.31,118869.79,363119.50798559963
34584,34584,41,1426,1,3,1,-260992.7557196023,0.16,18163.49,-236885.04128813994
34585,34585,46,1496,1,1,1,61426.40653131985,0.08,86014.08,97991.41627683025
34586,34586,39,1302,1,1,1,560.3938681922529,0.07,76668.81,32379.653929723456
34587,34587,41,1734,1,1,1,23997.055580648885,0.14,1842.14,27568.50642147448
34588,34588,35,1733,3,2,1,-206637.6798351369,0.35,75395.37,-108938.1873384249
34591,34591,46,3232,1,3,1,-47484.515165034994,0.31,21670.58,-11431.10981614219
34592,34592,40,1530,2,1,3,37520.30683696611,0.07,47453.45,62930.43210651011
34593,34593,39,1809,3,1,4,27447.40991308597,0.08,55829.4,56444.67123455797
34594,34594,43,1962,2,4,3,13581.306433935591,0.2,51462.03,60837.048123951594
34595,34595,55,1857,1,4,1,77011.02011640617,0.06,21228.96,96002.83223559977
34596,34596,43,1229,2,3,5,39275.359867204,0.01,32608.41,55297.28656722161
34597,34597,40,2970,2,1,3,171966.32927833387,0.23,24798.93,204841.52896068429
34598,34598,60,2680,1,4,1,-264493.1125149289,0.06,249527.18,-202572.97977210014
34599,34599,46,1760,1,1,1,-42527.06340019805,0.22,46748.96,4704.751315245148
34600,34600,44,1411,1,1,1,-231796.3884194501,0.28,73730.9,-152097.37030917808
34601,34601,37,1705,3,3,3,-17726.440987603954,0.32,99640.58,97199.06324371765
34602,34602,36,1705,1,3,1,94054.81245873072,0.0,77475.42,109054.81245873072
34603,34603,58,1491,3,3,4,-121202.42224820702,0.12,33870.26,-93464.75499100382
34604,34604,36,1478,3,3,5,1059.532087873256,0.2,52922.75,49230.83437667326
34605,34605,41,1478,2,3,5,116631.0456008891,0.19,63050.17,169174.1331390219
34606,34606,53,1569,2,3,5,-49052.437661061966,0.3,33639.18,-2425.5264973179674
34607,34607,50,1485,3,3,2,-47653.73928684246,0.03,61824.23,-26841.143884764057
34608,34608,45,1452,3,3,4,-272253.5419984127,0.32,47040.33,-210078.6992339711
34609,34609,39,1705,3,3,4,-372938.2598165788,0.04,8182.45,-359638.85383165086
34610,34610,57,1826,3,3,4,-301487.361164275,0.01,61251.19,-284567.78807043657
34611,34611,43,1487,3,3,4,25141.582833860062,0.23,91015.6,105746.10787622808
34612,34612,47,1367,1,3,1,61714.56921570728,0.23,64433.55,123158.61226485127
34613,34613,38,1478,1,3,1,152152.0829862269,0.32,65361.35,232700.3350737789
34614,34614,48,3637,2,1,3,263236.653263983,0.2,107642.19,345705.40013595106
34615,34615,37,1456,1,3,1,-47814.34887154055,0.24,16574.1,-20348.22839371655
34616,34616,42,1318,1,3,1,-284965.9565062814,0.26,135272.58,-159742.69835481257
34617,34617,53,1452,1,3,1,58899.58077735853,0.32,65726.61,139814.13733318573
34618,34618,58,1485,1,3,1,529213.8157729445,0.22,98740.33,612291.908237498
34619,34619,57,1363,3,3,3,-27842.279425483623,0.28,75591.02,53488.997853837995
34620,34620,39,1469,3,3,3,-11646.02559391215,0.27,55457.84,50280.33114581265
34621,34621,35,2310,2,3,5,175416.50813256318,0.02,55594.28,193901.08644228478
34622,34622,39,1385,2,3,3,-17902.272227053767,0.09,45891.19,10041.532491091835
34623,34623,36,1466,1,3,1,54321.07386213449,0.23,105625.66,145456.6072936193
34624,34624,36,1644,1,3,1,282549.26267275144,0.21,95984.67,360719.32335258665
34625,34625,35,1411,2,3,3,-182824.945527976,0.09,126678.16,-132094.8333845776
34626,34626,38,1394,3,3,5,-4354.724325388502,0.22,37841.54,36735.727864928296
34627,34627,41,1288,3,3,4,-230129.70012870865,0.31,47084.56,-169386.10086397905
34628,34628,52,1410,3,3,3,-217898.13906696465,0.11,258613.59,-113745.51069003825
34630,34630,50,1306,1,3,1,-117300.21239954924,0.04,42076.35,-97025.62887900523
34631,34631,49,1297,3,3,2,-60118.21462271734,0.05,105737.97,-28549.413085221342
34632,34632,55,1532,3,3,2,74135.96491514574,0.31,20311.55,108869.04522099374
34633,34633,56,1415,1,3,1,11965.549528182162,0.02,44451.71,29751.72581279336
34634,34634,38,1403,1,3,1,-79926.13119181244,0.16,115647.23,-6937.168408247639
34635,34635,50,1378,1,3,1,14625.143830171732,0.33,5959.74,29728.310263262927
34636,34636,52,1378,1,3,1,107915.81663167432,0.23,91510.26,188876.8952138471
34637,34637,36,1394,3,3,5,17344.271458714356,0.18,121020.22,100612.80381217995
34638,34638,37,1431,1,3,1,-56720.12004616589,0.33,21138.9,-19858.293341733883
34639,34639,37,1453,1,3,1,85651.12077362764,0.25,30089.98,124226.13866394764
34640,34640,43,1446,2,3,5,402921.8795445344,0.32,57084.95,475170.06510075834
34641,34641,37,1453,3,3,5,95399.68157438436,0.17,66998.54,146094.43477146915
34642,34642,41,1296,1,3,1,-18166.746183261235,0.25,78738.32,58523.46772361877
34643,34643,37,1453,1,3,1,-88684.20323687777,0.02,8147.2,-75952.74716929375
34644,34644,39,1725,3,3,3,-107252.09239953988,0.06,40394.95,-84656.38111814788
34645,34645,58,1794,1,3,1,-10881.950653631326,0.18,64310.88,40396.362110631075
34646,34646,41,1722,1,1,1,85901.23453985223,0.33,52512.34,155209.43775403145
34647,34647,52,3193,3,1,3,-349871.55646592105,0.07,35424.25,-327100.3432015611
34648,34648,51,3193,3,1,5,59684.68006595224,0.26,56664.65,120856.36057217626
34649,34649,38,1730,2,1,5,1922.570791784332,0.29,69964.39,80509.10774810592
34650,34650,46,1730,3,1,3,16054.020897280228,0.27,87315.95,104937.52264866424
34651,34651,58,3357,3,1,3,-97283.24422729014,0.29,30304.77,-54741.013421621334
34652,34652,40,1675,1,1,1,5842.651548582128,0.01,38207.57,22040.052339537327
34654,34654,55,3236,3,1,2,45472.45785877611,0.25,110177.3,146794.60957197612
34655,34655,43,1835,3,1,3,-20543.64584328406,0.32,61865.41,56498.66953391915
34656,34656,50,1814,3,1,3,-144025.65139447706,0.03,23340.47,-126831.22521877947
34657,34657,46,1529,1,3,1,84636.17281142913,0.13,23816.55,109339.31345873313
34658,34658,41,1382,1,3,1,-71901.13637913104,0.34,63650.22,10920.60701528177
34659,34659,44,2406,1,2,1,-163708.48822176922,0.09,212684.58,-88719.90065015001
34660,34660,35,1495,3,3,5,-2009.680657462187,0.06,58164.22,23927.295920733013
34661,34661,55,3409,2,1,3,-126333.94951384552,0.27,20645.85,-93864.20092113354
34662,34662,47,2824,2,3,5,62601.822858746105,0.25,28506.52,99936.2251744261
34663,34663,37,1745,2,1,4,61189.48149467361,0.03,42001.34,80138.36683890081
34664,34664,49,1848,2,1,3,-124427.73280745004,0.17,28740.32,-94115.77781253164
34665,34665,53,1796,1,2,1,107940.65341928076,0.01,26158.83,123760.45440982956
34666,34666,58,1756,1,4,1,-107073.02272351776,0.34,22532.42,-68063.86757377695
34667,34667,36,1617,3,1,3,-17560.159634198106,0.3,41323.18,36291.1007967459
34668,34668,47,1671,1,4,1,-12133.148725082248,0.06,118394.07,25129.21756448895
34669,34669,46,2072,1,1,1,125961.2871599365,0.07,44754.95,150779.42758876047
34670,34670,44,1820,1,1,1,232536.2372317601,0.33,36759.28,285552.64343736647
34671,34671,58,3414,1,1,1,14002.592661828732,0.29,74507.1,96717.73271605275
34672,34672,49,1635,1,1,1,27792.92895941796,0.27,78217.66,108977.79689705318
34673,34673,58,3640,1,1,1,-38172.13855326308,0.11,14892.39,-18038.240867088676
34674,34674,58,3640,1,1,1,48100.15942198143,0.1,86913.71,90338.35988823744
34675,34675,55,3640,1,1,1,13547.879856359195,0.2,57668.26,64693.6070706312
34676,34676,48,1876,1,1,1,49807.4401186956,0.18,21695.4,77045.9992356876
34678,34678,42,1505,1,3,1,-311326.03528429114,0.01,116078.35,-292688.21408543515
34679,34679,56,1438,1,3,1,12400.833923891189,0.3,84048.36,106421.48826737919
34680,34680,35,1538,3,3,2,53261.27412925405,0.08,28254.7,75345.14784919003
34681,34681,50,1713,1,1,1,-152902.3658435856,0.08,28525.11,-130750.6963129488
34682,34682,37,1871,1,1,1,136083.32806522443,0.29,105075.75,246580.52400430443
34683,34683,56,1362,1,3,1,-95831.74019310607,0.24,87216.04,-15232.663185080473
34684,34684,38,1672,1,1,1,320634.77360807895,0.25,151480.29,454317.15713843895
34685,34685,52,1703,1,1,1,-44909.22542684638,0.26,144024.54,87445.33417840803
34686,34686,50,3026,2,1,3,64805.01785371729,0.11,39122.65,93291.8847912613
34687,34687,43,1675,1,1,1,-52360.901999809146,0.32,160715.45,123814.11704377487
34688,34688,60,3386,3,1,2,-160775.56974970415,0.07,138388.32,-115416.56008777775
34689,34689,36,1394,1,3,1,-117352.3999312093,0.02,46332.83,-99448.31745283169
34690,34690,57,3504,1,1,1,-117028.37473799867,0.03,22331.12,-99928.84571134907
34691,34691,52,2183,1,2,1,-70868.32442567956,0.08,39895.98,-45865.80858749715
34692,34692,52,1683,2,1,5,-54210.345103438885,0.19,40945.08,-14829.685658811686
34693,34693,53,1683,3,3,5,-58022.311872545695,0.07,46493.85,-32822.699351993695
34694,34694,37,1607,1,3,1,181296.64914655144,0.02,74820.31,200986.29040735462
34695,34695,43,1553,1,4,1,-20886.474713709216,0.3,139658.35,125417.62451597079
34696,34696,46,2076,1,2,1,-67537.31466201993,0.1,54991.32,-35303.38691846793
34697,34697,43,3149,1,1,1,334094.7073198168,0.04,16116.76,351115.0630945112
34698,34698,60,1709,2,3,3,276793.7211883673,0.03,138105.17,304778.1041098408
34699,34699,48,1727,3,1,2,-9023.087471914998,0.3,73578.66,75154.15594981302
34700,34700,56,1764,3,3,3,-141149.25812262262,0.24,117030.62,-38125.30457374583
34701,34701,55,1764,2,3,3,30178.766228871453,0.05,11261.71,46943.44014839945
34703,34703,45,1610,1,3,1,-117194.33204936938,0.26,198581.35,59614.39079096665
34704,34704,48,1610,1,3,1,-39569.73753572784,0.3,98910.7,68424.20351883216
34706,34706,35,3532,3,3,5,21541.500461269727,0.16,55776.21,64509.35205527933
34707,34707,54,1416,3,3,5,-212836.03323772663,0.04,145647.87,-179577.98911307385
34708,34708,42,1427,1,3,1,216396.03907031257,0.09,150134.79,273742.19316132215
34709,34709,56,1511,2,3,2,-2855.085474205372,0.35,39651.11,55637.328899930624
34710,34710,60,1531,1,3,1,-142278.5332763348,0.07,36496.8,-119272.02879799879
34711,34711,56,3739,3,3,4,20331.35281820482,0.29,40435.58,72080.88357264001
34712,34712,56,3165,1,3,1,-36172.60158865151,0.08,43078.33,-10372.223252101106
34713,34713,49,1283,2,3,3,75193.70512938754,0.18,110618.72,152594.66312813314
34714,34714,37,1574,1,3,1,161900.15757173175,0.26,16865.09,190642.22687223414
34715,34715,53,1376,1,3,1,-160329.40130712968,0.25,33144.47,-119361.23937364967
34716,34716,39,1428,1,3,1,41801.10189567544,0.29,93272.65,141571.15143429145
34717,34717,48,1283,2,3,3,48086.35509740562,0.28,71315.76,125666.08283418641
34718,34718,42,1311,1,3,1,-194941.62297538924,0.14,39188.28,-162747.72436957803
34719,34719,42,1311,1,3,1,-316227.83187134267,0.35,53090.09,-242994.50136835867
34720,34720,41,1311,1,3,1,57993.68009008461,0.05,126296.74,92783.97509851662
34721,34721,58,1316,1,3,1,88539.2144690507,0.33,67512.08,173360.13199152108
34722,34722,54,1516,2,3,3,162427.83796087053,0.05,216885.51,211413.1033442385
34723,34723,46,1403,3,3,5,-127210.46510949172,0.08,97777.61,-87696.16335165492
34724,34724,58,1403,1,3,1,23617.477121622604,0.04,152351.58,57715.881170377805
34725,34725,51,1825,3,3,3,-22301.31692469493,0.05,27209.04,-3037.747425622927
34726,34726,58,3970,3,3,2,-183241.53089058408,0.07,29975.14,-161665.71896601128
34727,34727,55,1764,1,3,1,96118.73591800232,0.32,40153.83,151387.38659796392
34728,34728,60,1785,3,3,3,-22250.28907967732,0.15,57415.71,19740.28500050668
34729,34729,41,1427,1,3,1,124830.8396961238,0.02,36142.01,142096.174621151
34730,34730,58,1559,1,3,1,30263.756733620023,0.22,119602.78,127725.79748087762
34731,34731,35,1427,1,3,1,-145086.2557984824,0.15,38830.53,-111832.3964185704
34732,34732,37,1521,3,3,5,-166707.3365725327,0.35,132920.8,-5909.488478452695
34733,34733,46,1867,1,1,1,52960.17590321204,0.09,119823.87,101757.00648992085
34734,34734,36,1521,1,3,1,-73242.21830873919,0.01,40294.5,-56979.414467219176
34735,34735,43,1499,1,3,1,300083.5147572558,0.04,161201.57,335291.3308964366
34736,34736,56,1440,3,3,3,-280725.36801517004,0.18,65943.01,-228526.3568774452
34737,34737,54,3098,1,3,1,73534.60956137309,0.31,57264.79,144168.5075045395
34738,34738,55,1534,3,3,3,-210391.937391038,0.21,145837.88,-99412.15510894518
34739,34739,45,1403,1,3,1,-29599.26328824873,0.17,32722.75,2834.4074332312703
34740,34740,55,1529,1,3,1,71985.94517389705,0.18,26866.52,102141.57693398665
34741,34741,49,1495,3,3,3,-44442.907353710376,0.24,35991.02,-2372.454572577579
34742,34742,39,1618,1,3,1,-67336.5694274867,0.29,16007.5,-37788.290076686695
34743,34743,50,1857,3,3,1,7375.476835736665,0.17,59395.12,54019.36265043107
34744,34744,45,1431,1,3,1,-27628.35391588826,0.23,124477.77,77095.87994273735
34745,34745,59,1638,2,3,5,437157.7846843526,0.17,87538.7,498795.7008492966
34746,34746,42,1426,1,3,1,-21596.72434953228,0.33,40457.52,35244.39752204532
34747,34747,43,1426,1,3,1,69319.40914676695,0.09,138988.53,123521.71334463415
34748,34748,51,1441,1,3,1,46077.02726292102,0.18,27699.17,76702.36394888262
34749,34749,53,1430,1,3,1,115100.06726731412,0.2,81393.66,181116.57151646612
34751,34751,36,1418,1,3,1,263754.2305838316,0.15,38266.05,296742.73333475157
34753,34753,36,1408,1,3,1,235611.5013804768,0.09,4367.1,243393.91045198077
34754,34754,39,1408,1,3,1,2941.5955590193826,0.05,35036.13,23431.645014403384
34755,34755,60,1317,1,3,1,-201999.00930266577,0.04,42370.95,-181687.49548029777
34757,34757,58,1427,3,3,4,-140269.31193924087,0.23,2590.46,-134516.40469361204
34758,34758,37,1618,1,3,1,-154150.15769833358,0.15,70595.66,-105963.8156506696
34759,34759,41,1450,1,3,1,-156867.071603106,0.04,49058.19,-135717.2624936724
34760,34760,56,1913,3,3,4,-152863.9004575843,0.05,23576.82,-134169.48820940833
34761,34761,47,1751,2,3,3,24012.29918429393,0.34,171126.38,221354.00094706516
34762,34762,42,1417,1,1,1,129814.69762750526,0.02,9075.61,143996.96024552442
34763,34763,51,1319,3,3,4,-179077.83200806493,0.27,297771.96,87885.69960526635
34764,34764,57,1548,1,3,1,203845.9830038588,0.34,162728.51,392239.4331470813
34765,34765,56,1691,1,1,1,35905.996764077354,0.11,56367.87,70337.85943807256
34766,34766,53,1441,1,3,1,-142620.09930678274,0.07,79733.01,-110128.62877686752
34767,34767,48,1406,3,3,5,-63819.54149393444,0.02,30989.03,-46877.18875949284
34768,34768,50,1264,1,3,1,38180.041422173694,0.3,82889.3,131110.9698076137
34769,34769,46,1418,1,3,1,23943.12519536711,0.21,92697.19,99949.60797173351
34770,34770,39,1557,2,3,3,18309.776913774283,0.25,71464.45,89301.03005757429
34771,34771,43,1302,1,3,1,-89286.7714665532,0.14,21563.45,-64825.78535306519
34772,34772,50,1555,3,3,4,42891.41650953371,0.02,18799.38,59069.737584727314
34773,34773,45,1521,1,3,1,-72883.59687939286,0.0,203705.95,-57883.59687939286
34774,34774,39,1477,1,3,1,-353879.2504767476,0.24,70177.14,-286095.89077521797
34775,34775,51,1424,1,3,1,2001.8660877448503,0.04,138951.13,34420.42402965205
34777,34777,46,1412,3,3,2,-76045.3078742507,0.21,121519.68,18930.021096450095
34778,34778,35,1703,1,3,1,2099.740379355381,0.22,82646.06,74081.3821716306
34779,34779,37,1477,1,3,1,50585.59681601544,0.12,61420.08,88683.98879620104
34780,34780,58,1489,1,3,1,-40617.300419604806,0.25,80980.5,37829.6256423952
34781,34781,55,1424,1,3,1,283849.3632903065,0.13,11415.97,303500.3628068361
34782,34782,35,1477,1,3,1,-30437.31551554289,0.32,167221.47,152262.32762235153
34783,34783,48,1289,2,3,3,447129.238750428,0.13,13425.17,467598.8098144136
34784,34784,52,1476,1,3,1,-223179.78972726013,0.21,72571.65,-160418.45935923612
34785,34785,40,1485,1,3,1,128229.63764756185,0.03,5616.18,137181.93010809625
34786,34786,53,1376,3,3,3,-175832.56287228034,0.05,18622.42,-157914.48925002434
34787,34787,51,1376,2,3,5,-63692.4812245146,0.14,202284.31,40059.97016366781
34788,34788,47,1367,3,3,3,-288122.3505840494,0.11,103348.32,-237494.77831942218
34790,34790,56,1491,3,3,3,-134760.84917415667,0.19,173289.77,-16575.829933559864
34791,34791,39,1632,1,1,1,172585.63306040037,0.3,31470.11,217173.22625628838
34792,34792,49,3575,3,1,2,113714.92014495809,0.34,45833.09,177551.8301973197
34793,34793,56,3316,1,1,1,75598.58343161379,0.2,29189.1,108893.93769113379
34794,34794,43,1814,1,1,1,150719.10906570498,0.05,29719.67,170376.08625176098
34795,34795,57,3537,1,1,1,-159249.02355808645,0.11,61562.9,-123026.26281490245
34796,34796,58,3537,1,1,1,2434.467567095528,0.35,21742.67,41283.51525428753
34797,34797,56,3066,2,1,5,486762.4513427018,0.22,231295.46,661232.788463425
34798,34798,38,1505,2,3,3,-529.653579381346,0.25,9896.65,22069.188349218653
34799,34799,51,1353,1,3,1,1074.4160685663355,0.2,62088.93,54990.96265426234
34800,34800,53,1353,1,3,1,-187599.41295829543,0.21,49468.39,-140042.95161885704
34801,34801,48,1789,3,1,3,106769.35774725734,0.04,65298.52,129955.01305024613
34802,34802,57,2449,3,2,5,-81653.38140871451,0.02,69162.48,-62318.36569028892
34803,34803,49,1466,1,3,1,-154457.0801361488,0.2,51291.41,-107308.2808781968
34804,34804,47,1442,1,3,1,53267.21686831124,0.07,254899.22,124185.86580340564
34805,34805,56,3367,1,1,1,19158.411455993384,0.05,142283.93,56453.84797841739
34806,34806,46,1808,1,1,1,-65359.223515160375,0.33,104945.05,58174.82965638364
34807,34807,53,1720,1,1,1,146542.4160130007,0.09,39178.21,172592.79625911114
34808,34808,55,3208,1,1,1,36349.562251851305,0.06,46063.02,60011.0756506545
34809,34809,50,1711,3,1,3,106224.74855522078,0.03,18014.61,122918.44759936957
34810,34810,43,3136,2,1,3,59902.75955662603,0.28,66014.73,132830.82244226444
34811,34811,48,2012,3,2,3,-138986.7550024919,0.22,78252.11,-70034.5919894007
34812,34812,41,2788,2,1,3,-111533.89240699838,0.3,147012.81,41684.72890904962
34813,34813,38,2901,3,1,3,256065.6646974646,0.17,31866.0,288042.88547538465
34816,34816,39,2015,2,3,3,117439.052453121,0.16,64301.9,164681.938737665
34817,34817,35,2942,1,1,1,59437.32764751359,0.21,9969.67,80953.1372689488
34818,34818,50,2210,1,2,1,26055.42808069273,0.19,4480.14,35443.32776659033
34819,34819,53,3190,1,1,1,-31269.174886274704,0.3,53172.82,33722.8895595813
34820,34820,60,3382,1,1,1,4383.9080273723785,0.24,120183.33,109779.15550422359
34821,34821,56,3208,1,1,1,250555.4320881824,0.07,44088.11,275227.2841452496
34822,34822,53,3177,3,1,3,-85543.55798775704,0.16,81553.28,-29650.31637014424
34823,34823,59,1432,1,3,1,-54670.81849848079,0.23,71770.84,12061.981923554413
34825,34825,37,1774,3,1,3,66418.12693073979,0.28,164270.28,225565.63931292223
34826,34826,53,1774,2,1,3,22163.590255450603,0.06,44358.27,45504.54901049381
34827,34827,39,1738,1,1,1,141461.83202353684,0.12,48043.53,174529.67381162645
34828,34828,42,1301,3,3,3,7309.150677771274,0.3,15843.55,37204.95219161127
34829,34829,36,2329,2,2,5,-119603.24601914785,0.0,64206.26,-104603.24601914785
34830,34830,43,1714,1,1,1,5835.411211192569,0.33,42717.59,65013.89494549177
34831,34831,45,3580,1,1,1,50766.98546403181,0.05,130521.55,86219.29468007182
34832,34832,56,1305,1,3,1,-221590.36308994883,0.12,86029.37,-174237.09832591045
34833,34833,58,3145,1,1,1,7070.033080900442,0.34,205798.39,241356.0873563341
34834,34834,39,1391,1,3,1,67445.08631668684,0.25,17653.63,96276.42296360683
34835,34835,39,1402,1,3,1,-45185.89860040192,0.19,228580.06,105921.60439366849
34836,34836,38,1402,1,3,1,-172123.39168951465,0.12,189674.68,-85791.99473665704
34837,34837,43,1250,1,3,1,-116333.99293722172,0.16,58817.55,-71841.12295693372
34839,34839,36,1393,3,3,4,5981.246638063466,0.2,103288.33,85721.04979143948
34840,34840,43,1764,2,4,5,-59051.32544974337,0.1,224202.4,26212.271814896627
34841,34841,48,1410,1,3,1,35170.137999545674,0.0,87621.73,50170.137999545674
34842,34842,42,1410,3,3,4,-212471.02071277684,0.26,14509.55,-185648.30042968882
34843,34843,42,1674,1,1,1,-71970.89306967043,0.12,6365.44,-60028.867281049635
34844,34844,48,1391,1,3,1,-186445.77187470105,0.33,55241.38,-114315.19854904668
34845,34845,56,3354,1,1,1,-243679.99598996443,0.27,51468.46,-185129.3038821532
34846,34846,53,5375,2,3,4,82812.76481383292,0.0,22001.97,97812.76481383292
34847,34847,51,3208,3,1,3,-75566.90479066967,0.19,73598.19,-16743.021527260065
34848,34848,55,3208,1,1,1,3845.640732346165,0.22,16159.54,29987.092845222964
34849,34849,42,1287,1,3,1,-10052.969952904694,0.17,6153.27,2455.207290117706
34850,34850,53,1694,1,1,1,77627.33871483864,0.11,29560.56,102817.83806289625
34851,34851,52,1497,3,3,4,79864.74018460003,0.11,34258.95,106674.92942459205
34852,34852,47,1542,2,3,5,-77718.97094928479,0.03,108513.17,-52516.77105117119
34853,34853,39,1580,2,3,3,165901.2242382079,0.02,25906.66,182525.02052648313
34854,34854,49,1756,2,3,5,-274363.3330918092,0.19,123725.13,-185691.47167958997
34855,34855,38,1533,2,3,4,-3769.879548764772,0.11,41901.59,25674.979600641625
34856,34856,60,1665,3,3,3,60709.84238170935,0.31,150905.66,222317.73332981498
34857,34857,35,1945,1,3,1,-12016.359719322732,0.19,135962.46,83942.19340876366
34858,34858,37,1552,3,3,4,124577.57913596171,0.29,12773.12,151186.3199100545
34859,34859,56,1566,1,3,1,-296898.66516742134,0.3,17825.42,-265139.5475314854
34860,34860,46,1540,1,3,1,-79644.44641074851,0.0,170016.23,-64644.44641074851
34861,34861,40,1553,1,3,1,140045.74019189883,0.33,66581.11,223903.84958305565
34862,34862,45,1525,1,3,1,-383485.3701111572,0.08,20591.85,-363322.6869094292
34863,34863,36,1543,3,3,3,-48758.38872367863,0.31,118702.14,81563.13332146377
34864,34864,60,2690,3,2,1,-37418.14015264434,0.33,28078.22,6620.323523749266
34865,34865,36,1295,1,1,1,60093.30836648496,0.13,33403.55,88702.30478994896
34866,34866,59,1885,1,2,1,74167.94203795475,0.16,127196.24,152947.92213405715
34867,34867,46,1822,1,3,1,51594.82468847672,0.29,28466.33,92466.20503719192
34868,34868,57,1590,1,4,1,-51308.506102632426,0.12,103396.59,2576.089378756371
34869,34869,50,3691,1,1,1,-54369.15678860627,0.26,27964.6,-16582.947455550264
34870,34870,57,3691,1,1,1,83494.6995295951,0.12,95864.43,134546.65812517272
34871,34871,52,3575,1,1,1,-7291.925917226953,0.29,116358.3,113459.31901072504
34872,34872,36,1654,1,1,1,-45634.359252232985,0.26,38718.92,914.7212377382184
34873,34873,46,1452,3,3,3,-127331.40575669696,0.2,25979.56,-96047.75008706495
34874,34874,49,1357,2,3,4,95252.31327400552,0.17,176499.94,204286.03098785834
34875,34875,43,1357,3,3,5,-89036.08935774596,0.02,158318.09,-64112.914123701164
34876,34876,41,3974,2,2,4,-19339.400416596967,0.04,62086.49,3443.6030283886357
34877,34877,48,1857,1,1,1,-134636.3191659149,0.06,16099.72,-116608.98964003971
34878,34878,36,3022,3,1,5,-313265.73512816173,0.06,86158.82,-282064.76146523055
34879,34879,60,3459,1,1,1,64199.98648626735,0.15,98474.34,125491.82836660332
34880,34880,48,1367,1,3,1,-97659.4925697967,0.21,19240.93,-69996.5254976959
34881,34881,46,1291,2,3,3,-43079.31459620112,0.22,14832.31,-17852.942336325916
34882,34882,48,1487,2,3,3,80548.53152909623,0.19,242061.03,239683.24899077145
34883,34883,44,1487,3,3,3,-235269.6280147095,0.18,74440.55,-178277.0825038455
34884,34884,51,3295,1,1,1,276285.4904926124,0.19,97469.21,349323.32105361886
34885,34885,38,1478,1,3,1,-152413.8352044138,0.05,194509.96,-106934.74690428581
34886,34886,47,1822,1,1,1,49142.73273027585,0.02,88745.38,69705.17955458944
34887,34887,57,3410,1,1,1,74794.75485482384,0.02,27177.03,91498.17630862542
34888,34888,56,3410,3,1,3,18072.56553481454,0.25,45172.72,68464.66889129455
34889,34889,50,1537,1,3,1,-99581.08049601826,0.04,8504.09,-85758.89454408866
34890,34890,43,1735,1,1,1,-49882.67210035746,0.26,45334.11,2056.619732452149
34891,34891,48,1777,3,1,4,73211.72379156182,0.27,35199.97,117996.62615068021
34892,34892,39,1841,1,1,1,78742.19853001166,0.09,25533.71,100944.08969844205
34893,34893,58,1961,3,4,1,27851.350182015485,0.18,11904.43,49566.74009458189
34894,34894,43,1675,1,3,1,-154104.62137550238,0.23,27332.84,-119402.96598610717
34895,34895,46,1648,1,1,1,-7849.862453413668,0.16,13847.32,14093.595890829532
34896,34896,35,1675,3,3,5,-283267.19238311047,0.05,10808.64,-266573.51308275847
34897,34897,46,1426,1,3,1,-45841.98404400396,0.23,41251.67,-1107.5624991863606
34898,34898,55,1462,1,3,1,-131619.83640640049,0.06,102989.73,-97254.04305776369
34899,34899,35,1443,3,3,3,-120949.19416110258,0.15,10778.8,-100882.18375758258
34900,34900,46,1596,2,3,3,-115550.60598929024,0.23,26217.93,-81652.58361461983
34901,34901,44,1484,2,3,4,111923.46385756932,0.34,31920.39,160935.86003828293
34902,34902,38,2250,2,3,1,-197716.1878059964,0.13,29769.37,-170587.79876175482
34903,34903,54,1834,1,3,1,69930.07976744323,0.17,73196.78,123927.06383487683
34904,34904,56,3626,3,1,2,51006.94114534906,0.14,32425.98,80233.87359336825
34905,34905,38,1556,2,3,3,232821.1798858088,0.29,66731.88,308469.87779891596
34906,34906,44,1395,1,3,1,-26449.304301071465,0.14,27685.98,697.9482173477354
34908,34908,50,1781,1,4,1,303031.17511584057,0.35,241311.29,582720.1237439446
34909,34909,53,2028,1,1,1,32871.160517922115,0.13,31436.53,60678.77001859251
34910,34910,45,1679,1,3,1,111602.76469340344,0.32,67799.76,194596.39946311864
34911,34911,40,1781,1,1,1,85151.0381486794,0.32,20170.28,120378.99546774502
34912,34912,44,1484,1,1,1,14283.45764615109,0.11,90254.38,60397.11721651589
34913,34913,58,1536,2,3,3,-18993.01886456828,0.04,66418.15,4332.99038896772
34914,34914,49,4288,1,3,1,-301902.7821564184,0.34,100330.68,-179996.60597121523
